BoosterMotorEncosTest/MotorCmdKd#0,BoosterMotorEncosTest/MotorCmdKp#0,BoosterMotorEncosTest/MotorCmdPos#0,BoosterMotorEncosTest/MotorCmdTor#0,BoosterMotorEncosTest/MotorCmdVel#0,BoosterMotorEncosTest/MotorFbPos#0,BoosterMotorEncosTest/MotorFbTemp#0,BoosterMotorEncosTest/MotorFbTor#0,BoosterMotorEncosTest/MotorFbVel#0,BoosterMotorEncosTest/TotalLostFrameCnt,BoosterMotorEncosTest/TotalRecvFrameCnt,BoosterMotorEncosTest/TotalSendFrameCnt,BoosterMotorEncosTest/t
0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,502,502,0
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.2197802216,-0.0043956046,0,503,503,1
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0146520147,0.0043956046,0,504,504,2
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.2490842491,-0.0131868133,0,505,505,3
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,0.0146520147,-0.0043956046,0,506,506,4
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.1611721665,-0.0307692308,0,507,507,5
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.1611721665,-0.0307692308,0,508,508,6
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.1025641039,-0.0131868133,0,509,509,7
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.3076923192,-0.0043956046,0,510,510,8
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0146520147,0.0043956046,0,511,511,9
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0732600763,0.0043956046,0,512,512,10
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0146520147,0.0131868133,0,513,513,11
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0732600763,-0.0043956046,0,514,514,12
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.1611721665,-0.0043956046,0,515,515,13
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.1025641039,0.0043956046,0,516,516,14
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,0.1611721665,-0.0131868133,0,517,517,15
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,0.2783882916,-0.0131868133,0,518,518,16
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.2197802216,-0.0043956046,0,519,519,17
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.1025641039,-0.0043956046,0,520,520,18
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.2197802216,-0.0131868133,0,521,521,19
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0146520147,-0.0043956046,0,522,522,20
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0146520147,-0.0043956046,0,523,523,21
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0732600763,0.0043956046,0,524,524,22
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,0.1025641039,-0.0043956046,0,525,525,23
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.1611721665,-0.0043956046,0,526,526,24
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,0.0732600763,0.0043956046,0,527,527,25
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,0.0732600763,0.0043956046,0,528,528,26
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.1025641039,-0.0043956046,0,529,529,27
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0146520147,-0.0043956046,0,530,530,28
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0732600763,-0.0043956046,0,531,531,29
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,0.1318681389,0.0131868133,0,532,532,30
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.1611721665,0.0043956046,0,533,533,31
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0146520147,-0.0131868133,0,534,534,32
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.1611721665,-0.0043956046,0,535,535,33
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,0.1611721665,-0.0131868133,0,536,536,34
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,0.0732600763,-0.0043956046,0,537,537,35
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,0.0439560451,0.0131868133,0,538,538,36
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,0.2490842491,-0.0219780225,0,539,539,37
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0732600763,-0.0131868133,0,540,540,38
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0146520147,-0.0043956046,0,541,541,39
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0146520147,-0.0219780225,0,542,542,40
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0146520147,-0.0307692308,0,543,543,41
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0732600763,-0.0131868133,0,544,544,42
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.0732600763,-0.0043956046,0,545,545,43
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,-0.1318681389,0.0043956046,0,546,546,44
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1611721665,-0.0307692308,0,547,547,45
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.0146520147,0.0043956046,0,548,548,46
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.5000000000,0.1611721665,0.0043956046,0,549,549,47
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.0732600763,-0.0131868133,0,550,550,48
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,0.0439560451,-0.0131868133,0,551,551,49
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1611721665,-0.0043956046,0,552,552,50
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1025641039,-0.0043956046,0,553,553,51
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.0146520147,0.0043956046,0,554,554,52
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,0.1611721665,-0.0131868133,0,555,555,53
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.2783882916,0.0043956046,0,556,556,54
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,0.2783882916,-0.0043956046,0,557,557,55
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1611721665,0.0043956046,0,558,558,56
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1025641039,-0.0219780225,0,559,559,57
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,0.1318681389,-0.0043956046,0,560,560,58
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1025641039,0.0219780225,0,561,561,59
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,0.1611721665,0.0131868133,0,562,562,60
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1025641039,-0.0043956046,0,563,563,61
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1611721665,0.0131868133,0,564,564,62
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.0732600763,0.0043956046,0,565,565,63
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1318681389,0.0043956046,0,566,566,64
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.0146520147,0.0131868133,0,567,567,65
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.0146520147,-0.0131868133,0,568,568,66
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,0.1025641039,-0.0043956046,0,569,569,67
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.0146520147,-0.0043956046,0,570,570,68
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1611721665,-0.0043956046,0,571,571,69
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.0146520147,0.0043956046,0,572,572,70
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,0.1318681389,-0.0131868133,0,573,573,71
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.2197802216,-0.0131868133,0,574,574,72
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,0.1611721665,-0.0043956046,0,575,575,73
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1611721665,-0.0131868133,0,576,576,74
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1025641039,-0.0043956046,0,577,577,75
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,0.0439560451,-0.0043956046,0,578,578,76
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,0.2783882916,-0.0219780225,0,579,579,77
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.0146520147,0.0043956046,0,580,580,78
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,0.0732600763,0.0043956046,0,581,581,79
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,0.1318681389,0.0043956046,0,582,582,80
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.1611721665,-0.0043956046,0,583,583,81
0.1000000015,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040054931,25.0000000000,-0.0146520147,-0.0043956046,0,584,584,82
