time,odrive0.axis0.motor.current_meas_phB,odrive0.axis0.motor.current_meas_phC
549.995,0.362548828125,0.48339831829071045
550.019,0.5639647245407104,0.40283191204071045
550.046,0.362548828125,0.5236815810203552
550.08,0.44311511516571045,0.5236815810203552
550.101,0.40283191204071045,0.48339831829071045
550.129,0.362548828125,0.3222655653953552
550.155,0.44311511516571045,0.5639647841453552
550.182,0.44311511516571045,0.6042479276657104
550.208,0.523681640625,0.5639647841453552
550.235,0.40283191204071045,0.5236815810203552
550.263,0.523681640625,0.48339831829071045
550.301,0.362548828125,0.5236815214157104
550.318,0.5639647245407104,0.5639647841453552
550.345,0.44311511516571045,0.5639647841453552
550.372,0.44311511516571045,0.6445311307907104
550.398,0.44311511516571045,0.6445311307907104
550.429,0.44311511516571045,0.5236815214157104
550.451,0.44311511516571045,0.5236815214157104
550.481,0.362548828125,0.48339831829071045
550.507,0.44311511516571045,0.40283191204071045
550.533,0.48339831829071045,0.48339831829071045
550.56,0.44311511516571045,0.5236815214157104
550.593,0.523681640625,0.5639647841453552
550.613,0.44311511516571045,0.5236815214157104
550.645,0.48339831829071045,0.44311511516571045
550.667,0.44311511516571045,0.6042479872703552
550.697,0.523681640625,0.5236815214157104
550.722,0.44311511516571045,0.48339831829071045
550.748,0.40283191204071045,0.48339831829071045
550.779,0.40283191204071045,0.48339831829071045
550.803,0.44311511516571045,0.5236815214157104
550.83,0.40283191204071045,0.5236815214157104
550.857,0.44311511516571045,0.40283191204071045
550.884,0.48339831829071045,0.44311511516571045
550.911,0.44311511516571045,0.5639647841453552
550.944,0.44311511516571045,0.5639647841453552
550.965,0.523681640625,0.48339831829071045
550.997,0.44311511516571045,0.5236815214157104
551.019,0.523681640625,0.48339831829071045
551.045,0.48339831829071045,0.48339831829071045
551.072,0.362548828125,0.5236815214157104
551.099,0.48339831829071045,0.5236815214157104
551.126,0.40283191204071045,0.6042479872703552
551.154,0.523681640625,0.5236815214157104
551.186,0.48339831829071045,0.6042479276657104
551.208,0.5639647245407104,0.5639647841453552
551.235,0.604248046875,0.6042479872703552
551.261,0.523681640625,0.44311511516571045
551.295,0.523681640625,0.5236815214157104
551.317,0.362548828125,0.44311511516571045
551.344,0.523681640625,0.5639647841453552
551.371,0.40283191204071045,0.5639647841453552
551.397,0.5639647245407104,0.48339831829071045
551.424,0.44311511516571045,0.5236815214157104
551.45,0.48339831829071045,0.6445311307907104
551.477,0.48339831829071045,0.5639647841453552
551.505,0.281982421875,0.6042479276657104
551.531,0.44311511516571045,0.40283191204071045
551.559,0.523681640625,0.5236815810203552
551.585,0.48339831829071045,0.5639647841453552
551.612,0.40283191204071045,0.5236815214157104
551.647,0.523681640625,0.48339831829071045
551.666,0.5639647245407104,0.48339831829071045
551.695,0.40283191204071045,0.5236815810203552
551.72,0.4833984375,0.5236815214157104
551.747,0.44311511516571045,0.5236815214157104
551.774,0.5639647245407104,0.5236815214157104
551.802,0.5639647245407104,0.6042479276657104
551.828,0.523681640625,0.48339831829071045
551.855,0.523681640625,0.5639647841453552
551.882,0.523681640625,0.5639647841453552
551.908,0.48339831829071045,0.48339831829071045
551.935,0.44311511516571045,0.6445311307907104
551.963,0.44311511516571045,0.5639647841453552
551.995,0.44311511516571045,0.48339831829071045
552.016,0.5639647245407104,0.5236815214157104
552.046,0.44311511516571045,0.5236815214157104
552.069,0.40283191204071045,0.40283191204071045
552.096,0.523681640625,0.44311511516571045
552.129,0.40283191204071045,0.5236815214157104
552.151,0.40283191204071045,0.48339831829071045
552.179,0.4833984375,0.5639647841453552
552.204,0.322265625,0.5639647841453552
552.231,0.44311511516571045,0.6042479276657104
552.259,0.40283191204071045,0.40283191204071045
552.286,0.48339831829071045,0.48339831829071045
552.314,0.5236815214157104,0.5236815214157104
552.345,0.44311511516571045,0.5236815810203552
552.366,0.40283191204071045,0.5639647841453552
552.395,0.281982421875,0.48339831829071045
552.42,0.48339831829071045,0.48339831829071045
552.446,0.48339831829071045,0.5639647841453552
552.478,0.5639647245407104,0.5639647841453552
552.501,0.36254870891571045,0.6445311307907104
552.529,0.48339831829071045,0.5639647841453552
552.555,0.48339831829071045,0.5639647841453552
552.581,0.4833984375,0.5639647841453552
552.608,0.44311511516571045,0.48339831829071045
552.635,0.40283191204071045,0.5236815214157104
552.662,0.48339831829071045,0.48339831829071045
552.695,0.44311511516571045,0.48339831829071045
552.716,0.44311511516571045,0.48339831829071045
552.745,0.48339831829071045,0.40283191204071045
552.769,0.44311511516571045,0.6042479872703552
552.797,0.5639647245407104,0.5236815214157104
552.828,0.523681640625,0.5236815214157104
552.851,0.40283203125,0.48339831829071045
552.878,0.44311511516571045,0.5639647841453552
552.906,0.40283191204071045,0.5236815214157104
552.933,0.40283191204071045,0.6042479872703552
552.96,0.48339831829071045,0.48339831829071045
552.993,0.44311511516571045,0.5236815810203552
553.014,0.523681640625,0.5639647841453552
553.045,0.40283191204071045,0.5236815810203552
553.067,0.48339831829071045,0.5639647841453552
553.101,0.48339831829071045,0.48339831829071045
553.121,0.523681640625,0.6042479276657104
553.147,0.40283191204071045,0.44311511516571045
553.174,0.44311511516571045,0.5236815214157104
553.202,0.44311511516571045,0.6848143339157104
553.229,0.44311511516571045,0.5236815214157104
553.256,0.6445311307907104,0.5236815214157104
553.283,0.56396484375,0.5639647841453552
553.309,0.44311511516571045,0.48339831829071045
553.336,0.44311511516571045,0.6042479872703552
553.362,0.523681640625,0.5236815214157104
553.394,0.40283191204071045,0.36254870891571045
553.416,0.44311511516571045,0.48339831829071045
553.444,0.44311511516571045,0.5236815810203552
553.469,0.5639647245407104,0.48339831829071045
553.496,0.44311511516571045,0.5639647841453552
553.529,0.44311511516571045,0.5639647841453552
553.55,0.5639647245407104,0.44311511516571045
553.579,0.523681640625,0.5639647841453552
553.604,0.5639647245407104,0.48339831829071045
553.631,0.44311511516571045,0.5236815810203552
553.658,0.523681640625,0.5639647841453552
553.685,0.48339831829071045,0.44311511516571045
553.712,0.604248046875,0.6848143339157104
553.744,0.5639647245407104,0.44311511516571045
553.765,0.523681640625,0.5236815214157104
553.797,0.604248046875,0.5236815214157104
553.819,0.44311511516571045,0.5236815810203552
553.846,0.44311511516571045,0.48339831829071045
553.879,0.40283191204071045,0.5236815214157104
553.901,0.523681640625,0.5236815214157104
553.929,0.44311511516571045,0.5236815214157104
553.955,0.44311511516571045,0.5639647841453552
553.988,0.523681640625,0.5236815214157104
554.008,0.44311511516571045,0.5639647841453552
554.035,0.40283191204071045,0.48339831829071045
554.063,0.44311511516571045,0.5236815214157104
554.095,0.48339831829071045,0.5639647841453552
554.116,0.44311511516571045,0.5639647841453552
554.145,0.362548828125,0.5639647841453552
554.17,0.40283203125,0.5236815214157104
554.202,0.523681640625,0.5639647841453552
554.229,0.5639647245407104,0.5236815214157104
554.251,0.44311511516571045,0.5639647841453552
554.278,0.44311511516571045,0.6445311307907104
554.306,0.48339831829071045,0.5236815214157104
